,job title,more info,job_company,job_location,skill requirement 1,skill requirement 2,skill requirement 3,posted time
5606,Ecommerce & Emerging Channel Manager,https://th.jobsdb.com//th/en/job/ecommerce-emerging-channel-manager-300003002449814?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5607&jobId=jobsdb-th-job-300003002449814,PRTR Recruitment and Outsourcing,Bangkok,"2-3 Yrs in Ecommerce, O2O, Delivery or Food",Has Experience from FMCG,Drive Revenue Growth for Ecommerce Platform,8d ago
5607,Digital Business Development Manager (Sales Manager),https://th.jobsdb.com//th/en/job/digital-business-development-manager-sales-manager-300003002449906?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5608&jobId=jobsdb-th-job-300003002449906,"iTopPlus Co.,Ltd.",Dindaeng,,,,8d ago
5608,"Back-end Developer (Python, Java)/ Front-end Developer (UX/UI)/ Programmer/Back-end / Front End Developer/ Full Stack",https://th.jobsdb.com//th/en/job/back-end-developer-python-java-front-end-developer-ux-ui-programmer-back-end-front-end-developer-full-stack-300003002450900?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5609&jobId=jobsdb-th-job-300003002450900,"iBingo Consulting Co., Ltd.",Bangkok,,,,7d ago
5609,Project manager (PMO) – Business Consult (100-140K)/PMO Manager / Business Consult,https://th.jobsdb.com//th/en/job/project-manager-pmo-business-consult-100-140k-pmo-manager-business-consult-300003002449628?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5610&jobId=jobsdb-th-job-300003002449628,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Project manager / PMO manager,"Business Consult, Business Development",Process Improvement / Industrial Engineering,8d ago
5610,Digital Marketing Executive/เจ้าหน้าที่การตลาดดิจิทัล,https://th.jobsdb.com//th/en/job/digital-marketing-executive-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%94%E0%B8%B4%E0%B8%88%E0%B8%B4%E0%B8%97%E0%B8%B1%E0%B8%A5-300003002450123?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5611&jobId=jobsdb-th-job-300003002450123,"Nature Biotec Co., Ltd.",Pathumthani > Muang,ใช้งานเครื่องมือโฆษณา Digital Platform ได้,บริหารจัดการเว็บไซต์ (Wordpress)ให้รองรับการทำ SEO,มีประสบการณ์ด้าน Digital Marketing อย่างน้อย 2 ปี,7d ago
5611,Industrial Engineer – SMT & PCBA,https://th.jobsdb.com//th/en/job/industrial-engineer-smt-pcba-300003002449325?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5612&jobId=jobsdb-th-job-300003002449325,"Asia Magnetic Winding Co., Ltd.",Bangplee,,,,8d ago
5612,Key Account Manager / Ecommerce Manager - FMCG,https://th.jobsdb.com//th/en/job/key-account-manager-ecommerce-manager-fmcg-300003002455614?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5613&jobId=jobsdb-th-job-300003002455614,"aCommerce Co., Ltd.",Wattana,3+ year work exp. / International Environment,Key Account Management / Sales / Ecommerce,FMCG / Retail / Ecommerce,6d ago
5613,Production Supervisor,https://th.jobsdb.com//th/en/job/production-supervisor-300003002459542?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5614&jobId=jobsdb-th-job-300003002459542,"Valeo Automotive (Thailand) Co., Ltd.",Rayong,,,,6d ago
5614,Digital Marketing Manager,https://th.jobsdb.com//th/en/job/digital-marketing-manager-300003002449618?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5615&jobId=jobsdb-th-job-300003002449618,"Finnomena Co., Ltd.",Pathumwan,,,,8d ago
5615,Sales and Service Administrative (contract 1 Year),https://th.jobsdb.com//th/en/job/sales-and-service-administrative-contract-1-year-300003002449887?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5616&jobId=jobsdb-th-job-300003002449887,Draeger Medical (Thailand) Ltd.,Bangna,Administrative,Analytical and Strategic thinking,Communication skills,8d ago
5616,Tax Consultant – Senior Tax Consultant (Several Positions),https://th.jobsdb.com//th/en/job/tax-consultant-senior-tax-consultant-several-positions-300003002454892?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5617&jobId=jobsdb-th-job-300003002454892,Grant Thornton Services Ltd.,Bangkok,Tax & Legal - Tax compliance,Transfers pricing,"Performance Bonus, Work from home",7d ago
5617,Team Leader Call Centre,https://th.jobsdb.com//th/en/job/team-leader-call-centre-300003002449815?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5618&jobId=jobsdb-th-job-300003002449815,"CONCENTRIX SERVICES (THAILAND) CO., LTD.",Bangna,BPO/Call Centre experience,VOC/ CSAT/DSAT,2-3 years Team Leader experience,8d ago
5618,Multinational Contact Center Agent,https://th.jobsdb.com//th/en/job/multinational-contact-center-agent-300003002449727?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5619&jobId=jobsdb-th-job-300003002449727,Festo Ltd.,Kannayao,,,,8d ago
5619,Change Manager - Cardiac,https://th.jobsdb.com//th/en/job/change-manager-cardiac-300003002449565?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5620&jobId=jobsdb-th-job-300003002449565,Prudential Life Assurance (Thailand) Public Company Limited,Pathumwan,Cardiac Specialist,Health and Wellness,Multicultural Environment,8d ago
5620,Sales and Marketing Manager/ผู้จัดการฝ่ายขายและการตลาด,https://th.jobsdb.com//th/en/job/sales-and-marketing-manager-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94-300003002448585?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5621&jobId=jobsdb-th-job-300003002448585,Modern Dental Laboratory,Bangkok,,,,8d ago
5621,Manufacturing Test System - Design Engineering (70493),https://th.jobsdb.com//th/en/job/manufacturing-test-system-design-engineering-70493-300003002449718?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5622&jobId=jobsdb-th-job-300003002449718,"Celestica (Thailand) Ltd., Laem Chabang, Chonburi",Chonburi,"MTS Design Engineer,Electronic Engineering PCB",Intel x86 architecture and Linux test environment,"DFx, ICT, Flying Probe, Functional Test develop",8d ago
5622,Software Engineer,https://th.jobsdb.com//th/en/job/software-engineer-300003002450619?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5623&jobId=jobsdb-th-job-300003002450619,Bred IT (Thailand) Ltd.,Bangrak,Flexible working hours,Good benefits,14 Days of Annual leave,7d ago
5623,R&D Department Manager (Packaging - Film&Plastic) - Muang Samut Sakhon - Up to 100K,https://th.jobsdb.com//th/en/job/r-d-department-manager-packaging-film-plastic-muang-samut-sakhon-up-to-100k-300003002449805?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5624&jobId=jobsdb-th-job-300003002449805,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok Area - Samutsakorn,5y+ in R&D/product development in packing business,Exp in Shrink Sleeves packaging or Film Production,Good command in English,8d ago
5624,Area Distributor Manager (Northeast Lower),https://th.jobsdb.com//th/en/job/area-distributor-manager-northeast-lower-300003002449759?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5625&jobId=jobsdb-th-job-300003002449759,"Mondelez International ( Thailand ) Co., Ltd.",Southern,Area Sales Distributor Supervisor,Experience in TT market,Distributor management,8d ago
5625,iOS Developer/Web Developer,https://th.jobsdb.com//th/en/job/ios-developer-web-developer-300003002452311?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5626&jobId=jobsdb-th-job-300003002452311,"Columbus/iProspect (Thailand) Co.,Ltd.",Bangrak,,,,11d ago
5626,Technical Sales Representative,https://th.jobsdb.com//th/en/job/technical-sales-representative-300003002449657?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5627&jobId=jobsdb-th-job-300003002449657,"THE MIGHTY CO., LTD.",Ladprao,Bachelor's Degree in Food Science,Experience in Sales Management (food ingredients),Good communication & interpersonal skill,8d ago
5627,Warehouse supervisor Chinese Speaking,https://th.jobsdb.com//th/en/job/warehouse-supervisor-chinese-speaking-300003002450196?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5628&jobId=jobsdb-th-job-300003002450196,"MIND AUTOMOTIVE PARTS (THAILAND) CO., LTD.",Rayong,Fluently communicate in Chinese,At least 3 years experienced in a Warehouse,Warehouse Management,7d ago
5628,Finance Manager (Contract 7 months),https://th.jobsdb.com//th/en/job/finance-manager-contract-7-months-300003002449534?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5629&jobId=jobsdb-th-job-300003002449534,"Brand’s Suntory (Thailand) Co., Ltd.",Pathumwan,"Budgeting, Forecasting and Modelling","Process Control, Decision Support & Advice",Excellent communication in English,8d ago
5629,Technical specialist (Presales Engineer) (1 Positions) / Technical Support Engineer (3 Positions),https://th.jobsdb.com//th/en/job/technical-specialist-presales-engineer-1-positions-technical-support-engineer-3-positions-300003002449517?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5630&jobId=jobsdb-th-job-300003002449517,"Net Bright Co., Ltd.",Huaykwang,"Bachelor’s degree in IT, Computer Engineering","Must have Experience in Presale, Solution Design","Annual medical check up, Free Online Training",8d ago
5630,Product Management Assistant-Tea & Coffee,https://th.jobsdb.com//th/en/job/product-management-assistant-tea-coffee-300003002449556?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5631&jobId=jobsdb-th-job-300003002449556,Uni-President (Thailand) Ltd.,Wattana,Experiences in beverage or consumer products,Good command in English both written and spoken,Highly responsible and fast learner,8d ago
5631,Local Product Line Manager,https://th.jobsdb.com//th/en/job/local-product-line-manager-300003002441806?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5632&jobId=jobsdb-th-job-300003002441806,Brenntag Ingredients (Thailand) Public Company Limited,Sathorn,,,,8d ago
5632,Marketing & Business Development Manager (Trainee)/ผู้จัดการฝ่ายการตลาดและพัฒนาธุรกิจ (เจ้าหน้าที่ฝึกหัด),https://th.jobsdb.com//th/en/job/marketing-business-development-manager-trainee-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%98%E0%B8%B8%E0%B8%A3%E0%B8%81%E0%B8%B4%E0%B8%88-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9D%E0%B8%B6%E0%B8%81%E0%B8%AB%E0%B8%B1%E0%B8%94-300003002448618?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5633&jobId=jobsdb-th-job-300003002448618,"Clean Energy Systems Co., Ltd.",Bangkok Area - Samutprakarn,,,,8d ago
5633,International Tax Specialist (Bangkok Based),https://th.jobsdb.com//th/en/job/international-tax-specialist-bangkok-based-300003002459925?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5634&jobId=jobsdb-th-job-300003002459925,"Agoda Services Co., Ltd.",Pathumwan,Online Travel Agency,International Workplace Environment,"Great Office Locations, Great Benefits",6d ago
5634,"R&D Department Manager (Packaging) - Up to 100,000 THB - at Samutsakhon",https://th.jobsdb.com//th/en/job/r-d-department-manager-packaging-up-to-100-000-thb-at-samutsakhon-300003002449761?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5635&jobId=jobsdb-th-job-300003002449761,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok Area - Samutsakorn,5 years of experience in R&D function Packaging,Product Development in packaging (Film & Plastic),Good command in English *Equivalent TOEIC 700,8d ago
5635,เจ้าหน้าที่บัญชีต้นทุน / อาวุโส / Cost Accountant,https://th.jobsdb.com//th/en/job/%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9A%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B5%E0%B8%95%E0%B9%89%E0%B8%99%E0%B8%97%E0%B8%B8%E0%B8%99-%E0%B8%AD%E0%B8%B2%E0%B8%A7%E0%B8%B8%E0%B9%82%E0%B8%AA-cost-accountant-300003002451573?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5636&jobId=jobsdb-th-job-300003002451573,Thiensurat Public Company Limited,Prakket,ปริญญาตรี การบัญชี หรือสาขาที่เกี่ยวข้อง,ประสบการณ์ในสายงาน :  1  ปี,สามารถใช้โปรแกรมสำเร็จรูปทางบัญชี ในระดับ ดี,5d ago
5636,Cloud Engineer,https://th.jobsdb.com//th/en/job/cloud-engineer-300003002449347?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5637&jobId=jobsdb-th-job-300003002449347,"Ngernturbo Co., Ltd./ บริษัท เงินเทอร์โบ จำกัด",Prakket,"Knowledge in Cloud Platform Engineer, IT","Gen Y Company, Fresh graduates are welcome!",Good Compensation: Unlimited Annual Leave!,8d ago
5637,Accounting Assistant - AR (Good English),https://th.jobsdb.com//th/en/job/accounting-assistant-ar-good-english-300003002449842?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5638&jobId=jobsdb-th-job-300003002449842,PRTR Recruitment and Outsourcing,Bangkapi,5+ Yrs Experience in AR accounting,Good Command of English,Able to use SAP program.,8d ago
5638,Administration Manager,https://th.jobsdb.com//th/en/job/administration-manager-300003002450786?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5639&jobId=jobsdb-th-job-300003002450786,"Asia Magnetic Winding Co., Ltd.",Bangplee,,,,7d ago
5639,SharePoint Developer / Co-ordinator,https://th.jobsdb.com//th/en/job/sharepoint-developer-co-ordinator-300003002449949?token=0~b9ff290d-32f6-476f-ab00-11a38c94c8b2&sectionRank=5640&jobId=jobsdb-th-job-300003002449949,Coforge Limited,Wattana,5 years of experiences in SharePoint Environment,"Knowledge in Microsoft .Net, ASP.Net, or MVC",Average to Good English Communication,8d ago
5640,Service Test Engineer (Specialist) - Bang Poo Plant/ประจำสาขาสมุทรปราการ (บางปู),https://th.jobsdb.com//th/en/job/service-test-engineer-specialist-bang-poo-plant-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B3%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%AA%E0%B8%A1%E0%B8%B8%E0%B8%97%E0%B8%A3%E0%B8%9B%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9B%E0%B8%B9-300003002397866?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5641&jobId=jobsdb-th-job-300003002397866,"DTS Draexlmaier Automotive Systems (Thailand) Co., Ltd.",Bangbor,,,,7d ago
5641,Head of Fleet,https://th.jobsdb.com//th/en/job/head-of-fleet-300003002451633?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5642&jobId=jobsdb-th-job-300003002451633,Ninja Logistics (Thailand) Limited.,Prakanong,"Experience in Logistics,Transport or related field","Express Logistics Services, Fleet Management",Good Analytical skills to solving complex problem,12d ago
5642,"SAP Project Manager, SAP/ERP Consultant  (FI/CO/SD/MM/PP/QM) / Support  หลายอัตรา",https://th.jobsdb.com//th/en/job/sap-project-manager-sap-erp-consultant-fi-co-sd-mm-pp-qm-support-%E0%B8%AB%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%AD%E0%B8%B1%E0%B8%95%E0%B8%A3%E0%B8%B2-300003002463762?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5643&jobId=jobsdb-th-job-300003002463762,"Netizen Co., Ltd.",Klongtoey,,,,6d ago
5643,R&D Department Manager (Samut Sakhon)(80K-100K)(Job ID: 60390),https://th.jobsdb.com//th/en/job/r-d-department-manager-samut-sakhon-80k-100k-job-id%3A-60390-300003002449650?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5644&jobId=jobsdb-th-job-300003002449650,"Reeracoen Recruitment Co., Ltd.",Bangkok Area - Samutsakorn,Experience in R&D function in packaging,Experience in Shrink sleeves packaging or Film,Education:  Bachelor’s degree or above,8d ago
5644,GM Business Development -Logistics Service (100K–150K) (SDG-64323)/ผู้จัดการฝ่ายพัฒนาธุรกิจ --บริการโลจิสติกส์,https://th.jobsdb.com//th/en/job/gm-business-development-logistics-service-100k-150k-sdg-64323-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%98%E0%B8%B8%E0%B8%A3%E0%B8%81%E0%B8%B4%E0%B8%88-%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%82%E0%B8%A5%E0%B8%88%E0%B8%B4%E0%B8%AA%E0%B8%95%E0%B8%B4%E0%B8%81%E0%B8%AA%E0%B9%8C-300003002450657?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5645&jobId=jobsdb-th-job-300003002450657,"RGF HR Agent Recruitment (Thailand) Co., Ltd.",Bangna,Deep and wide knowledge of 3PL market,Bachelor’s Degree,3PL Operations Management Skills,7d ago
5645,Import-export Senior Staff/เจ้าหน้าที่อาวุโสบัญชีนำเข้า-ส่งออก,https://th.jobsdb.com//th/en/job/import-export-senior-staff-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%AD%E0%B8%B2%E0%B8%A7%E0%B8%B8%E0%B9%82%E0%B8%AA%E0%B8%9A%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B5%E0%B8%99%E0%B8%B3%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%B2-%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%AD%E0%B8%AD%E0%B8%81-300003002450785?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5646&jobId=jobsdb-th-job-300003002450785,Company Confidential,Rayong,,,,Company Confidential
5646,Assistant Logistics Manager,https://th.jobsdb.com//th/en/job/assistant-logistics-manager-300003002451737?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5647&jobId=jobsdb-th-job-300003002451737,Ninja Logistics (Thailand) Limited.,Prakanong,Experience in Logistics or Transport,Excellent communication and reporting skills,Critical Thinking and Problem Solving skills,12d ago
5647,HR Senior Assistant (Multiple Positions),https://th.jobsdb.com//th/en/job/hr-senior-assistant-multiple-positions-300003002460566?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5648&jobId=jobsdb-th-job-300003002460566,United Nations Office for Project Services (UNOPS),Bangkok,,,,5d ago
5648,Digital Marketing,https://th.jobsdb.com//th/en/job/digital-marketing-300003002449436?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5649&jobId=jobsdb-th-job-300003002449436,GMO-Z com Securities (Thailand) Limited,Huaykwang,,,,8d ago
5649,Senior Planner / Media Planning Supervisor,https://th.jobsdb.com//th/en/job/senior-planner-media-planning-supervisor-300003002449747?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5650&jobId=jobsdb-th-job-300003002449747,WPP (THAILAND) LTD. - GROUPM,Klongtoey,Experienced in media planning as Hybrid Planner,Strong in Media Planning and client facing,Good Communication in English,8d ago
5650,MARKETING MANAGER,https://th.jobsdb.com//th/en/job/marketing-manager-300003002449933?token=0~cb45fe25-2afc-4841-bc64-1f472c427095&sectionRank=5651&jobId=jobsdb-th-job-300003002449933,"Fischer & Partners Co., Ltd.",Sathorn,วางแผนการตลาดและกลยุทธ์เพื่อส่งเสริมการขาย,จัดทำ Materials/Content ที่ใช้สนับสนุนการขาย,จัดทำข้อมูลสำรวจสภาพตลาด และวิจัยตลาด,8d ago
